Tanggal;Banten;Jawa Barat;DKI Jakarta;Jawa Tengah;DI Yogyakarta;Jawa Timur;;
22/06/2023;13100;12400;14500;12550;13050;12100;;
23/06/2023;13100;12400;14500;12550;13050;12100;;
26/06/2023;13100;12400;14500;12550;13050;12100;;
27/06/2023;13100;12400;14500;12550;13050;12100;;
28/06/2023;13100;12450;14500;12300;13050;12100;;
29/06/2023;13100;12450;14500;12450;13050;12100;;
30/06/2023;13100;12450;14500;12450;13050;12100;;
03/07/2023;13100;12400;14500;12550;13050;12100;;
04/07/2023;13200;12400;14500;12550;13050;12100;;
05/07/2023;13300;12400;14500;12550;13050;12100;;
06/07/2023;13300;12400;14500;12550;13050;12100;;
07/07/2023;13300;12400;14500;12550;13050;12100;;
10/07/2023;13300;12400;14450;12550;13050;12100;;
11/07/2023;13300;12400;14450;12550;13050;12100;;
12/07/2023;13300;12450;14450;12550;13050;12100;;
13/07/2023;13300;12450;14450;12550;13050;12100;;
14/07/2023;13300;12450;14450;12550;13050;12100;;
17/07/2023;13300;12450;14450;12550;13050;12100;;
18/07/2023;13300;12450;14450;12550;13050;12100;;
19/07/2023;13300;12450;0;12400;13050;12100;;
20/07/2023;13300;12450;14450;12550;13050;12100;;
21/07/2023;13300;12450;14450;12850;13050;12100;;
24/07/2023;13300;12450;14450;12850;13050;12100;;
25/07/2023;13300;12450;14450;12800;13050;12100;;
26/07/2023;13300;12400;14450;12800;13050;12100;;
27/07/2023;13300;12400;14450;12800;13050;12100;;
28/07/2023;13300;12400;14450;12800;13050;12150;;
31/07/2023;13300;12400;14450;12800;13050;12150;;
01/08/2023;13300;12400;14450;12550;13050;12150;;
02/08/2023;13300;12400;14450;12550;13050;12150;;
03/08/2023;13300;12400;14500;12550;13050;12150;;
04/08/2023;13300;12400;14500;12550;13050;12150;;
07/08/2023;13300;12450;14550;12550;13050;12150;;
08/08/2023;13300;12450;14550;12600;13050;12150;;
09/08/2023;13300;12450;14550;12600;13050;12150;;
10/08/2023;13300;12500;14550;12650;13050;12200;;
11/08/2023;13550;12500;14600;12650;13050;12200;;
14/08/2023;13550;12550;14600;12700;13050;12250;;
15/08/2023;13550;12550;14600;12750;13050;12300;;
16/08/2023;13550;12550;14600;12750;13050;12300;;
17/08/2023;13550;12550;14600;12700;13050;12300;;
18/08/2023;13550;12600;14650;12750;13050;12350;;
21/08/2023;13550;12750;14800;12800;13050;12350;;
22/08/2023;13550;12750;14800;12850;13300;12400;;
23/08/2023;13550;12750;14800;12900;13500;12400;;
24/08/2023;13550;12800;14800;12950;13500;12500;;
25/08/2023;13800;12800;14850;12950;13600;12500;;
28/08/2023;13800;12850;14850;13050;13600;12600;;
29/08/2023;13800;12950;14950;13100;13600;12650;;
30/08/2023;13800;13050;14950;13150;13600;12750;;
31/08/2023;13800;13050;14950;13150;13600;12750;;
01/09/2023;13800;13050;15050;13200;13600;12750;;
04/09/2023;13800;13400;15100;13250;13600;13000;;
05/09/2023;13800;13600;15100;13300;13600;13000;;
06/09/2023;13800;13650;15100;13300;13600;13050;;
07/09/2023;13800;13700;15100;13300;13600;13050;;
08/09/2023;14150;13750;15100;13300;13600;13050;;
11/09/2023;14150;13750;15200;13350;13600;13150;;
12/09/2023;14150;13800;15200;13350;13600;13100;;
13/09/2023;14150;13800;15200;13400;13600;13150;;
14/09/2023;14150;13800;15200;13450;13700;13150;;
15/09/2023;14150;13800;15200;13500;13700;13150;;
18/09/2023;14150;13850;15200;13500;13800;13300;;
19/09/2023;14150;13850;15200;13500;13800;13300;;
20/09/2023;14150;13900;15200;13500;13800;13300;;
21/09/2023;14150;13900;15200;13550;13800;13300;;
22/09/2023;14150;13900;15200;13550;13800;13300;;
25/09/2023;14150;13900;15200;13550;13800;13450;;
26/09/2023;14150;13900;15200;13550;13800;13450;;
27/09/2023;14150;13900;15200;13550;13800;13450;;
28/09/2023;14150;13900;15200;13450;13800;13450;;
29/09/2023;14150;13900;15200;13550;13800;13500;;
02/10/2023;14150;13900;15200;13550;13800;13500;;
03/10/2023;14150;13900;15200;13550;13800;13500;;
04/10/2023;14150;13900;15200;13600;13800;13550;;
05/10/2023;14600;13900;15200;13600;13800;13550;;
06/10/2023;14600;13950;15200;13600;13800;13550;;
09/10/2023;14600;13900;15200;13650;13800;13550;;
10/10/2023;14600;13900;15200;13650;13800;13600;;
11/10/2023;14600;13950;15200;13700;13800;13650;;
12/10/2023;14600;13950;15200;13700;13800;13650;;
13/10/2023;14600;13950;15200;13700;13800;13650;;
16/10/2023;14600;13950;15200;13750;13800;13650;;
17/10/2023;14600;13950;15200;13750;13800;13650;;
18/10/2023;14600;13950;15200;13750;13800;13650;;
19/10/2023;14600;13950;15200;13750;13800;13650;;
20/10/2023;14600;13950;15200;13750;13800;13650;;
23/10/2023;14600;13950;15200;13750;13800;13650;;
24/10/2023;14600;13950;15200;13750;13800;13650;;
25/10/2023;14600;13950;15200;13750;13800;13650;;
26/10/2023;14600;13950;15200;13750;13800;13650;;
27/10/2023;14600;13950;15200;13750;13800;13650;;
30/10/2023;14600;13950;15200;13750;13800;13650;;
31/10/2023;14600;13950;15200;13750;13800;13650;;
01/11/2023;14600;13950;15200;13750;13800;13650;;
02/11/2023;14600;13950;15200;13750;13800;13650;;
03/11/2023;14600;13950;15200;13750;13800;13700;;
06/11/2023;14600;13950;15200;13750;13800;13700;;
07/11/2023;14600;13950;15200;13750;13800;13700;;
08/11/2023;14600;13950;15200;13750;13800;13700;;
09/11/2023;14600;13950;15200;13750;13800;13700;;
10/11/2023;14600;13950;15200;13750;13800;13750;;
13/11/2023;14600;13950;15200;13750;13800;13750;;
14/11/2023;14600;13950;15200;13750;14000;13750;;
15/11/2023;14600;13950;15200;13750;14000;13750;;
16/11/2023;14600;13950;15200;13750;14000;13750;;
17/11/2023;14600;13900;15200;13750;14000;13750;;
20/11/2023;14600;13900;15200;13750;14000;13750;;
21/11/2023;14600;13900;15200;13800;14000;13750;;
22/11/2023;14600;13900;15200;13800;14000;13750;;
23/11/2023;14600;13900;15200;13800;14000;13750;;
24/11/2023;14600;13950;15200;13800;14000;13750;;
27/11/2023;14600;13950;15200;13800;14000;13750;;
28/11/2023;14600;13950;15200;13800;14000;13750;;
29/11/2023;14600;13950;15200;13800;14000;13750;;
30/11/2023;14600;13950;15200;13800;14000;13750;;
01/12/2023;14600;13950;15200;13900;14000;13750;;
04/12/2023;14600;13950;15200;13800;14000;13750;;
05/12/2023;14600;13950;15200;13800;14000;13750;;
06/12/2023;14600;13950;15250;13800;14000;13750;;
07/12/2023;14600;13950;15250;13850;14000;13750;;
08/12/2023;14600;13950;15250;13800;14000;13700;;
11/12/2023;14600;14000;15250;13800;14000;13700;;
12/12/2023;14600;14000;15250;13800;14000;13700;;
13/12/2023;14600;14000;15300;13800;14000;13700;;
14/12/2023;14600;14000;15300;13800;14000;13700;;
15/12/2023;14600;14000;15350;13800;14000;13700;;
18/12/2023;14600;14000;15350;13800;14000;13700;;
19/12/2023;14600;14000;15350;13950;14000;13700;;
20/12/2023;14600;14000;15350;13800;14000;13750;;
21/12/2023;14600;14000;15400;13800;14000;13750;;
22/12/2023;14600;14000;15400;13800;14000;13750;;
25/12/2023;0;0;0;13700;0;13200;;
26/12/2023;0;0;0;13700;0;13200;;
27/12/2023;14600;14000;15400;13800;14000;13750;;
28/12/2023;14600;14000;15400;13850;14000;13750;;
29/12/2023;14600;14000;15400;13850;14000;13750;;
01/01/2024;14600;14000;0;13700;14000;13750;;
02/01/2024;14600;14000;15400;13850;14000;13700;;
03/01/2024;14600;14000;15400;13850;14000;13750;;
04/01/2024;14600;14000;15400;13850;14000;13750;;
05/01/2024;14600;14050;15400;13850;14000;13750;;
